codigoOC;FechaEnvioOC;NombreOC;DescripcionOC;EstadoOC;ProcedenciaOC;MonedaOC;MontoNetoOC;DescuentosOC;CargosOC;ImpuestosOC;MontoTotalOC;ImpuestosOC_CLP;MontoNetoOC_CLP;MetodoPago;TipoDespacho;Financiamiento;UnidadCompra;UnidadCompraRUT;RegionUnidadCompra;entCode;Institucion;Sector;Proveedor;ProveedorRUT;ActividadProveedor;TamanoProveedor;RegionProveedor;RubroN1;RubroN2;RubroN3;CodigoProductoONU;ONUProducto;NombreItem;DescripcionItem;CantidadItem;UnidadMedida;MonedaItem;MontoNetoItem;DescuentoItem;CargosItem;ImpuestoEspecificoItem;MontoTotalItem;MontoNetoItemCLP
608-1899-SE23;21-02-2023 0:00:00;wfg_DETERMINACIONES VELOCIDAD VHS;wfg_DETERMINACIONES VELOCIDAD VHS EQUIPO 1  equipo 2 PERIODO 15-11-2022 AL 17-01-2022 MEMO 56934 SERVICIO LABORATORIO CLINICO RES.EXE. N° 2331_2022 TÉRMINOS Y CONDICIONES DE ORDEN DE COMPRA Horarios de recepción ininterrumpida de:  Lunes a Jueves   08:30 A 17:00  Viernes   08:30 A 16:00 FONO: 32-2577613 – ANEXO: 327613  Fono directo de Jefe Alysum: 32-3320244        Secretario :  ambar.castro@redsalud.gob.cl ,juancarlos.arayav@redsalud.gob.cl,  Sanciones: De acuerdo a lo indicado en las Bases. La Boleta o Factura deben indicar número de orden de compra del Portal Mercado Público.  La Boleta Electrónica o Factura Electrónica debe ser enviada a:  dipresrecepcion@custodium.com en formato xml. La Factura o Guía de Despacho que no sea digital (que se adjunte con mercadería) debe ser entregada en BODEGAS (FARMACOS, INSUMOS CLINICOS o INSUMOS ESTERILES) según corresponda, NO SE ENTENDERA POR RECEPCIONADA SI ES ENTREGADA EN OTRO LUGAR DISTINTO A LOS ANTES MENCIONADOS. Para consult;Recepcion Conforme;Trato Directo;CLP;3834710;0;0;728594,9;4563304,9;728594,9;3834710;A 45 dias;Despachar a Dirección de envío;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;SYSMEX CHILE SPA;76.377.486-4;VENTA AL POR MAYOR DE MAQUINARIA, HERRAMIENTAS, EQUIPO Y MATERIALES N.| VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTION;Mediana;Región Metropolitana de Santiago;Salud, servicios sanitarios y alimentación;Medicina y servicios de salud;Evaluaciones de salud individuales;85122201;Exámenes médicos;Exámenes médicos;EX10034 DE VELOCIDAD DE ERITROCEDIMENTACIÓN VHS PERIODO 27-09-2022 al 15-11-2022 EQUIPO 2;4585;Unidad;CLP;355;0;0;0;1627675;1627675
608-1235-SE23;17-02-2023 0:00:00;nre Memo N°32231 Anticuerpos Anatomia Patologica;nre Memo N°32231 Anticuerpos Anatomia Patologica CONSUMO INMEDIATO  FONO BODEGA 32-2577613 patricia.vasquezb@redsalud.gob.cl HORARIO DE ATENCIÓN DE BODEGA: Lunes a Jueves 08:30 A 17:00 Viernes 08:30 A 16:00 ENTREGAR EN BODEGA DE INSUMOS CLINICOS  TÉRMINOS Y CONDICIONES  Sanciones: De acuerdo a lo indicado en las Bases. La Boleta Electrónica o Factura Electrónica debe ser enviada a: dipresrecepcion@custodium.com en formato xml. La Factura o Guía de Despacho que no sea digital (que se adjunte con mercadería) debe ser entregada en BODEGAS (INSUMOS CLINICOS o INSUMOS ESTERILES) según corresponda, NO SE ENTENDERA POR RECEPCIONADA SI ES ENTREGADA EN OTRO LUGAR DISTINTO A LOS ANTES MENCIONADOS. Para consultas de estados de pago deberá ingresar a https://pagos.sigfe.gob.cl/ o https://www.tgr.cl/ banner Pago a  proveedores del estado ;Recepcion Conforme;Trato Directo;CLP;4643060;0;0;882181,4;5525241,4;882181,4;4643060;A 45 dias;Despachar a Dirección de envío;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;GRUPO BIOS S.A.;96.540.690-5;VENTA AL POR MENOR DE OTROS PRODUCTOS EN PEQUENOS ALMACENES NO ESPECIA| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;Grande;Región Metropolitana de Santiago;Productos químicos industriales;Compuestos y mezclas;Productos bioquímicos;12352203;Anticuerpos;Anticuerpos;BO50114	RECEPTOR ESTROGENO	IR08461 ;1;Unidad;CLP;490875;0;0;0;490875;490875
608-1221-SE23;13-02-2023 0:00:00;nre Adquisicion de Insumos Clínicos para la Unidad de Almacenamiento y Suministro MES:FEBRERO 23;COORDINAR PREVIAMENTE EL DESPACHO AL FONO 32-2577613 patricia.vasquezb@redsalud.gob.cl HORARIO DE ATENCIÓN DE BODEGA: Lunes a Jueves 08:30 A 17:00 Viernes 08:30 A 16:00 ENTREGAR EN BODEGA DE INSUMOS CLINICOS  TÉRMINOS Y CONDICIONES  Sanciones: De acuerdo a lo indicado en las Bases. La Boleta Electrónica o Factura Electrónica debe ser enviada a: dipresrecepcion@custodium.com en formato xml. La Factura o Guía de Despacho que no sea digital (que se adjunte con mercadería) debe ser entregada en BODEGAS (INSUMOS CLINICOS o INSUMOS ESTERILES) según corresponda, NO SE ENTENDERA POR RECEPCIONADA SI ES ENTREGADA EN OTRO LUGAR DISTINTO A LOS ANTES MENCIONADOS. Para consultas de estados de pago deberá ingresar a https://pagos.sigfe.gob.cl/ o https://www.tgr.cl/ banner Pago a  proveedores del estado;Recepcion Conforme;Trato Directo;CLP;5722608;0;0;1087295,52;6809903,52;1087295,52;5722608;A 45 dias;Despachar a Dirección de envío;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;ECOLAB S A;96.604.460-8;DESTRUCCION DE PLAGAS  PULVERIZACIONES, FUMIGACIONES U OTRAS| FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALE| FABRICACIONES DE JABONES Y DETERGENTES, PREPARADOS PARA LIMPIAR, PERFU| VENTA AL POR MAYOR DE PRODUCTOS QUIMICOS;Grande;Región Metropolitana de Santiago;Medicamentos y productos farmacéuticos;Medicamentos anti infecciosos;Antisépticos;51102722;Geles o soluciones tópicas de yodo;Geles o soluciones tópicas de yodo;211P116	JABON YODADO X 1000 ML;2;Caja;CLP;68400;0;0;0;136800;136800
608-3615-SE23;05-04-2023 0:00:00;ERN LABORATORIO -ABRIL RES. EXENTA N°1113 28-02-23;LABORATORIO - MARZO DESPACHO INMEDIATO COORDINAR DESPACHO CON: gestiondeinsumos.hgf@redsalud.gob.cl Fono: 56941882208 Anexo Minsal: 327613 Fono: +569 322577613  Horario Recepción: LUNES A JUEVES DE 08:00 A 15:00 HRS. Y VIERNES DE 08:00 A 14:00 HRS. FACTURA O GUIA DE DESPACHO, DEBEN SER ENTREGADAS EN BODEGA CENTRAL, DE LO CONTRARIO NO SE ENTENDERÁ POR RECEPCIONADA: FACTURA ELECTRÓNICA DEBE SR ENVIADA A: dipresrecepcion@custodium.com  en formato XML ;Recepcion Conforme;Trato Directo;CLP;7564356;0;0;1437227,64;9001583,64;1437227,64;7564356;A 45 dias;Despachar a Dirección de envío;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;VALTEK S.A.;79.568.850-1;FABRICACION DE OTROS PRODUCTOS QUIMICOS N.C.P.| VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.;Grande;Región Metropolitana de Santiago;Equipamiento para laboratorios;Instrumentos de medida y experimentación;Reactivos de analizadores clínicos y diagnósticos;41116011;Reactivos de analizadores microbiológicos;Reactivos de analizadores microbiológicos;9301130 TUBOS AGUA PEPTONADA ALCALINA PH 8.6 REF. 285-457;1;Caja;CLP;12673;0;0;0;12673;12673
608-4539-SE23;24-04-2023 0:00:00;yzc STOCK BODEGA INSUMOS – ABRIL ;OBSERVACION: STOCK BODEGA– ABRIL COORDINAR DESPACHO CON: gestiondeinsumos.hgf@redsalud.gob.cl  Anexo Minsal: 327923 Fono: 322577923 Horario Recepción: LUNES A JUEVES DE 08:00 A 15:00 HRS. Y VIERNES DE 08:00 A 14:00 HRS. FACTURA O GUIA DE DESPACHO, DEBEN SER ENTREGADAS EN BODEGA CENTRAL, DE LO CONTRARIO NO SE ENTENDERÁ POR RECEPCIONADA: FACTURA ELECTRÓNICA DEBE SR ENVIADA A: dipresrecepcion@custodium.com  en formato XML.  ;Recepcion Conforme;Trato Directo;CLP;741000;0;0;140790;881790;140790;741000;A 45 dias;Despachar a Dirección de envío;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;COMERCIALIZADORA TERUMO CHILE LIMITADA;87.590.600-3;VENTA AL POR MAYOR DE INSTRUMENTOS CIENTIFICOS Y QUIRURGICOS| VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.;Grande;Región Metropolitana de Santiago;Equipamiento y suministros médicos;Productos administrados por vía intravenosa y arterial;Bombas, analizadores, sensores y accesorios de infusión intravenosa;42222008;Kits o accesorios de bombas de infusión;Kits o accesorios de bombas de infusión;2257719	SET INFUSION FILTRO 0.2 MICRAS P/ ONCOLOGIA AD Y PED;60;Unidad;CLP;12350;0;0;0;741000;741000
608-831-SE23;10-03-2023 0:00:00;ern LABORATORIO - FEBRERO RES. EXENTA N°365  25-01-2023;LABORATORIO – ENERO DESPACHO INMEDIATO BODEGA CENTRAL CORREO: patricia.alysum@gmail.com, Fono: 56941882208 Anexo Minsal: 327613 Fono: +569 322577613  Horario Recepción: LUNES A JUEVES DE 08:00 A 15:00 HRS. Y VIERNES DE 08:00 A 14:00 HRS. FACTURA O GUIA DE DESPACHO, DEBEN SER ENTREGADAS EN BODEGA CENTRAL, DE LO CONTRARIO NO SE ENTENDERÁ POR RECEPCIONADA: FACTURA ELECTRÓNICA DEBE SR ENVIADA A: dipresrecepcion@custodium.com  en formato XML ;Recepcion Conforme;Trato Directo;CLP;3251000;0;0;617690;3868690;617690;3251000;A 45 dias;Despachar a Dirección de envío;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;GALENICA S A;79.622.060-0;DIST. E IMPORTADORA DE INSUMOS Y EQUIPOS MEDICOS;Grande;Región Metropolitana de Santiago;Equipamiento para laboratorios;Instrumentos de medida y experimentación;Reactivos de analizadores clínicos y diagnósticos;41116004;Reactivos de analizadores químicos;Reactivos de analizadores químicos;9301020 SWEAT CONTROLS;2;Caja;CLP;302000;0;0;0;604000;604000
608-838-SE23;02-02-2023 0:00:00;ern LABORATORIO - FEBRERO RES. EXENTA N°368  25-01-23;LABORATORIO - FEBRERO DESPACHO INMEDIATO BODEGA CENTRAL CORREO: patricia.alysum@gmail.com, Fono: 56941882208 Anexo Minsal: 327613 Fono: +569 322577613  Horario Recepción: LUNES A JUEVES DE 08:00 A 15:00 HRS. Y VIERNES DE 08:00 A 14:00 HRS. FACTURA O GUIA DE DESPACHO, DEBEN SER ENTREGADAS EN BODEGA CENTRAL, DE LO CONTRARIO NO SE ENTENDERÁ POR RECEPCIONADA: FACTURA ELECTRÓNICA DEBE SR ENVIADA A: dipresrecepcion@custodium.com  en formato XML. ;Recepcion Conforme;Trato Directo;CLP;4100000;0;0;779000;4879000;779000;4100000;A 45 dias;Despachar a Dirección de envío;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;IMPORTADORA E INVERSIONES PROLAB LTDA;78.835.470-3;VENTAS AL POR MENOR DE OTROS PRODUCTOS EN ALMACENES ESPECIALIZADOS N.C;Grande;Región Metropolitana de Santiago;Equipamiento para laboratorios;Instrumentos de medida y experimentación;Reactivos de analizadores clínicos y diagnósticos;41116011;Reactivos de analizadores microbiológicos;Reactivos de analizadores microbiológicos;BO51052 KIT CHLAMYDIAS INMUNOCROMATOGRAFIA REF. 41115;1;Caja;CLP;100000;0;0;0;100000;100000
608-4448-SE23;21-04-2023 0:00:00;CTC_insumos Diálisis peritoneal mes de mayo;INSUMOS DIALISIS PERITONEAL MES DE MAYO 2023 RES.EXE. N°9378_23/12/2022 SERVICIO DIALISIS Horarios de recepción ininterrumpida de:  Lunes a Jueves   08:30 A 17:00  Viernes   08:30 A 16:00 FONO: 32-2577613 – ANEXO: 327613  Fono directo de Jefe Alysum: 32-3320244        Secretario :  patricia.vasquezb@redsalud.gob.cl , Sanciones: De acuerdo a lo indicado en las Bases. La Boleta o Factura deben indicar número de orden de compra del Portal Mercado Público.  La Boleta Electrónica o Factura Electrónica debe ser enviada a: dipresrecepcion@custodium.com en formato XML. La Factura o Guía de Despacho que no sea digital (que se adjunte con mercadería) debe ser entregada en BODEGAS (FARMACOS, INSUMOS CLINICOS o INSUMOS ESTERILES) según corresponda, NO SE ENTENDERA POR RECEPCIONADA SI ES ENTREGADA EN OTRO LUGAR DISTINTO A LOS ANTES MENCIONADOS. Para consultas de estados de pago deberá ingresar a https://pagos.sigfe.gob.cl/ o https://www.tgr.cl/ banner Pago a proveedores del est;Aceptada;Trato Directo;CLP;469796;0;0;89261,24;559057,24;89261,24;469796;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho, Ver Instruc;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;INDUSTRIAL Y COMERCIAL BAXTER DE CHILE LTDA;78.366.970-6;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.;Grande;Región Metropolitana de Santiago;Equipamiento y suministros médicos;Equipo y suministros para diálisis;Equipo de diálisis peritoneal;42161501;Sets de transferencia de diálisis peritoneal ambulatoria continua (CAPD);Sets de transferencia de diálisis peritoneal ambul;2210002_DIANEAL 6L PD2 2,5% Dex.;3;Unidad;CLP;5178;0;0;0;15534;15534
608-728-SE23;01-02-2023 0:00:00;KCD_00364-2023_MEDICIÓN Y NORMALIZACIÓN DE HERMETI;MEDICIÓN Y NORMALIZACIÓN DE HERMETICIDAD EN EL RECINTO DE DATA CENTER PRINCIPAL, TERCER PISO HGF RES. EXENTA N° 364 DE FECHA 25.01.2023 SOLICITUD DE COMPRAS N° 162/2022 ENVIADA POR CONTROL CENTRALIZADO INDICAR EN LA FACTURA LA OC “ La Boleta Electrónica o Factura Electrónica debe ser enviada a: dipresrecepcion@custodium.com en formato xml. Para consultas de estados de pago deberá ingresar a http] s://pagos.sigfe.gob.cl/ o https://www.tgr.cl/ banner Pago a proveedores del estado. ;Recepcion Conforme;Trato Directo;CLP;4975000;0;0;945250;5920250;945250;4975000;A 45 dias;Despachar a Dirección de envío;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;VEGTOL ENERGÍA SPA;77.420.793-7;Servicios y Obras de Ingeniería Eléctrica;NoClasificado;Región de Valparaíso ;Vehículos y equipamiento en general;Componentes para sistemas aeroespaciales;Sistemas de emergencia para aviones;25201901;Sistemas de Control de incendio o sistemas de extinguir;Sistemas de Control de incendio o sistemas de exti;CS50207 SERVICIO DE MEDICIÓN Y NORMALIZACIÓN DE HERMETICIDAD EN EL RECINTO DE DATA CENTER PRINCIPAL, TERCER PISO NUEVO HGF;1;Unidad no definida;CLP;4975000;0;0;0;4975000;4975000
608-696-SE23;25-01-2023 0:00:00;SOB_PCR CMV EN ORINA ;PCR CMV EN ORINA RUT: 28.044.9XX-X SERVICIO: NEONATOLOGIA RES EXENTA  96 18.01.2022 -La Boleta Electrónica o Factura Electrónica debe ser enviada a: dipresrecepcion@custodium.com en formato XML. -Para consultas de estados de pago deberá ingresar a https://pagos.sigfe.gob.cl/ o https://www.tgr.cl/ banner Pago a proveedores del estado   “ La Boleta Electrónica o Factura Electrónica debe ser enviada a: dipresrecepcion@custodium.com La Factura o Guía de Despacho que no sea digital (que se adjunte con mercadería) debe ser entregada en BODEGAS (FARMACOS, INSUMOS CLINICOS, ECONOMATO, ALIMENTACION o INSUMOS ESTERILES) según corresponda, NO SE ENTENDERA POR RECEPCIONADA SI ES ENTREGADA EN OTRO LUGAR DISTINTO A LOS ANTES MENCIONADOS. Para consultas de estados de pago deberá ingresar a www.hospitalfricke.cl, consulta a proveedores.” ;Aceptada;Trato Directo;CLP;65000;0;0;0;65000;0;65000;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho, Ver Instruc;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;UNIVERSIDAD DE VALPARAISO;60.921.000-1;CULTIVO ORGANICO DE HORTALIZAS| EXPLOTACION MIXTA| ELABORACION DE CECINAS, EMBUTIDOS Y CARNES EN CONSERVA.| LABORATORIOS DENTALES| COMERCIO DE ARTICULOS DE SUMINISTROS DE OFICINAS Y ARTICULOS DE ESCRIT| ESTACIONAMIENTO DE VEHICULOS Y PARQUIMETROS| COMPRA,;Grande;Región de Valparaíso ;Salud, servicios sanitarios y alimentación;Medicina y servicios de salud;Laboratorios clínicos;85121801;Laboratorios de análisis sanguíneos;Laboratorios de análisis sanguíneos;EX10152_PCR TIEMPO REAL CMV;1;Unidad no definida;CLP;65000;0;0;0;65000;65000
608-661-SE23;24-01-2023 0:00:00;SOB_GALACTOMANO;GALACTOMANANO RUT: 7.929.0XX-X SERVICIO: MEDICINA  RES EXENTA N°96 18.01.2022_ VALPO -La Boleta Electrónica o Factura Electrónica debe ser enviada a: dipresrecepcion@custodium.com en formato XML. -Para consultas de estados de pago deberá ingresar a https://pagos.sigfe.gob.cl/ o https://www.tgr.cl/ banner Pago a proveedores del estado   “ La Boleta Electrónica o Factura Electrónica debe ser enviada a: dipresrecepcion@custodium.com La Factura o Guía de Despacho que no sea digital (que se adjunte con mercadería) debe ser entregada en BODEGAS (FARMACOS, INSUMOS CLINICOS, ECONOMATO, ALIMENTACION o INSUMOS ESTERILES) según corresponda, NO SE ENTENDERA POR RECEPCIONADA SI ES ENTREGADA EN OTRO LUGAR DISTINTO A LOS ANTES MENCIONADOS. Para consultas de estados de pago deberá ingresar a www.hospitalfricke.cl, consulta a proveedores.” ;Enviada a Proveedor;Trato Directo;CLP;68000;0;0;0;68000;0;68000;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho, Ver Instruc;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;UNIVERSIDAD DE VALPARAISO;60.921.000-1;CULTIVO ORGANICO DE HORTALIZAS| EXPLOTACION MIXTA| ELABORACION DE CECINAS, EMBUTIDOS Y CARNES EN CONSERVA.| LABORATORIOS DENTALES| COMERCIO DE ARTICULOS DE SUMINISTROS DE OFICINAS Y ARTICULOS DE ESCRIT| ESTACIONAMIENTO DE VEHICULOS Y PARQUIMETROS| COMPRA,;Grande;Región de Valparaíso ;Salud, servicios sanitarios y alimentación;Medicina y servicios de salud;Laboratorios clínicos;85121802;Laboratorios bacteriológicos;Laboratorios bacteriológicos;EX10078_ GALACTOMANANO;1;Unidad no definida;CLP;68000;0;0;0;68000;68000
608-5329-SE23;12-05-2023 0:00:00;err/ Formularios (Bodega de economato);SIGFE Cód.  Solicitud especial de bodega de economato por la compra de formularios para mantener stock de bodega, horarios de atención bodegas de Lunes a Viernes de 08:30 a 16:00 horas, Res. int. N° 549/2023 Rex. N° 2037/2023 trato directo;Recepcion Conforme;Trato Directo;CLP;11825800;0;0;2246902;14072702;2246902;11825800;A 45 dias;Despachar a Dirección de envío;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;CARLOS MARCELO LEIVA MARURI;10.032.650-7;IMPRESION PRINCIPALMENTE DE LIBROS| VENTA AL POR MAYOR DE MAQUINARIA, HERRAMIENTAS, EQUIPO Y MATERIALES N.| OTROS TIPOS DE TRANSPORTE NO REGULAR DE PASAJEROS N.C.P.| EMPRESAS DE SERVICIOS INTEGRALES DE INFORMATICA| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;NoClasificado;Región de Valparaíso ;Servicios editoriales, de diseño, publicidad, gráficos y artistas;Servicios de impresión y reproducción;Impresión;82121507;Impresión de papelería o formularios comerciales;Impresión de papelería o formularios comerciales;2001759 Tarjetas seguim. policlinico infectología ;5000;Unidad;CLP;320;0;0;0;1600000;1600000
608-7661-SE23;23-06-2023 0:00:00;ERN HEMODINAMIA -  RES. EXENTA N°1826 24-03-23;HEMODINAMIA -  DESPACHO INMEDIATO BODEGA CENTRAL CORREO: gestiondeinsumos.hgf@redsalud.gob.cl Fono: Anexo Minsal: 327923 Fono: +569 322577923 Horario Recepción: LUNES A JUEVES DE 08:00 A 15:00 HRS. Y VIERNES DE 08:00 A 14:00 HRS. FACTURA O GUIA DE DESPACHO, DEBEN SER ENTREGADAS EN BODEGA CENTRAL, DE LO CONTRARIO NO SE ENTENDERÁ POR RECEPCIONADA: FACTURA ELECTRÓNICA DEBE SR ENVIADA A: dipresrecepcion@custodium.com  en formato XML. ;Recepcion Conforme;Trato Directo;CLP;22216700;0;0;4221173;26437873;4221173;22216700;A 45 dias;Despachar a Dirección de envío;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;IMPORTADORA Y EXPORTADORA CAMIR SPA;77.487.960-9;VENTAS AL POR MENOR DE OTROS PRODUCTOS EN ALMACENES ESPECIALIZADOS N.C;Pequeña;Región de Valparaíso ;Equipamiento y suministros médicos;Productos quirúrgicos;Sistemas cardiacos y vasculares;42294402;Sistemas de visualización coronaria;Sistemas de visualización coronaria;BO50026 GUIAS SION BLUE 0.14 X 190;20;Unidad;CLP;85;0;0;0;1700;1700
608-1255-SE23;06-02-2023 0:00:00;lsa_00519-23_ADQUISICION SODIO CLORURO 0.9% EN 20;ID: TRATO DIRECTO RES. EXENTA Nº: 519/01.02.2023 SERVICIO: PEDIDO FARMACOS MES FEBRERO 2023 CORREOS: marco.silva@redsalud.gob.cl-bryan.lepe@redsalud.gob.cl-ines.mesias@redsalud.gob.cl BODEGA: FARMACOS TELEFONOS: 32-2577733 - 32-2570236	 HORARIO RECEPCION: LUNES A VIERNES DE 08:00 A 15:00  INDICAR LOTE/SERIE EN FACTURA/GUIÁ DE DESPACHO DESPACHO: ANTES DE DESPACHAR COORDINAR CON BODEGA FARMACIA	 OBSERVACIÓN: “La Boleta Electrónica o Factura Electrónica debe ser enviada a: dipresrecepcion@custodium.com en formato xml. La Factura o Guía de Despacho que no sea digital (que se adjunte con mercadería) debe ser entregada en BODEGAS (FARMACOS, INSUMOS CLINICOS, ECONOMATO, ALIMENTACION o INSUMOS ESTERILES) según corresponda, NO SE ENTENDERA POR RECEPCIONADA SI ES ENTREGADA EN OTRO LUGAR DISTINTO A LOS ANTES MENCIONADOS.Para consultas de estados de pago deberá ingresar a https://pagos.sigfe.gob.cl/ o https://www.tgr.cl/ banner Pago a proveedores del estado. ;Recepcion Conforme;Trato Directo;CLP;13395000;0;0;2545050;15940050;2545050;13395000;A 45 dias;Despachar a Dirección de envío;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;EXPORTACIONES E IMPORTACIONES, DISTRIBUIDORA KAREM;76.555.831-k;Distribucion;Pequeña;Región de Valparaíso ;Servicios de producción y fabricación industrial;Industrias de plásticos y productos químicos;Producción farmacéutica;73101702;Servicios de producción de vacunas, sueros o antibióticos;Servicios de producción de vacunas, sueros o antib;2165602 SODIO CLORURO 0.9% AM 20 ML;23500;Unidad;CLP;570;0;0;0;13395000;13395000
608-4462-SE23;21-04-2023 0:00:00;SOB_08776-22_ADQ. ESTUDIOS MOLECULARES DE CANCER. ;08776-22_ADQ. ESTUDIOS MOLECULARES DE CANCER AL PULMON EGFR_ ALK_ROS1_PDL1 SERVICIO: CIRUGIA DE TORAX  RUT PACIENTE: 6.018.4XX-X RES EXENTA 8776 28.11.2022;Recepcion Conforme;Trato Directo;CLP;947104;0;0;0;947104;0;947104;30 dias contra la recepcion conforme de la factura;Despachar según programa adjuntado ;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;UC CHRISTUS SERVICIOS CLINICOS SPA;99.573.490-7;COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| HOSPITALES Y CLINICAS;Grande;Región Metropolitana de Santiago;Salud, servicios sanitarios y alimentación;Medicina y servicios de salud;Laboratorios clínicos;85121804;Laboratorios patológicos;Laboratorios patológicos;EX10015_ PDL-1;1;Unidad no definida;CLP;175488;0;0;0;175488;175488
608-687-SE23;25-01-2023 0:00:00;SOB_PCR CUANTITATIVA CMV;PCR Cuantitativa Tiempo Real CMV RUT: 7.929.0XX-X SERVICIO: MEDICINA  RES EXENTA  96 18.01.2022 -La Boleta Electrónica o Factura Electrónica debe ser enviada a: dipresrecepcion@custodium.com en formato XML. -Para consultas de estados de pago deberá ingresar a https://pagos.sigfe.gob.cl/ o https://www.tgr.cl/ banner Pago a proveedores del estado   “ La Boleta Electrónica o Factura Electrónica debe ser enviada a: dipresrecepcion@custodium.com La Factura o Guía de Despacho que no sea digital (que se adjunte con mercadería) debe ser entregada en BODEGAS (FARMACOS, INSUMOS CLINICOS, ECONOMATO, ALIMENTACION o INSUMOS ESTERILES) según corresponda, NO SE ENTENDERA POR RECEPCIONADA SI ES ENTREGADA EN OTRO LUGAR DISTINTO A LOS ANTES MENCIONADOS. Para consultas de estados de pago deberá ingresar a www.hospitalfricke.cl, consulta a proveedores.” ;Enviada a Proveedor;Trato Directo;CLP;110000;0;0;0;110000;0;110000;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho, Ver Instruc;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;UNIVERSIDAD DE VALPARAISO;60.921.000-1;CULTIVO ORGANICO DE HORTALIZAS| EXPLOTACION MIXTA| ELABORACION DE CECINAS, EMBUTIDOS Y CARNES EN CONSERVA.| LABORATORIOS DENTALES| COMERCIO DE ARTICULOS DE SUMINISTROS DE OFICINAS Y ARTICULOS DE ESCRIT| ESTACIONAMIENTO DE VEHICULOS Y PARQUIMETROS| COMPRA,;Grande;Región de Valparaíso ;Salud, servicios sanitarios y alimentación;Medicina y servicios de salud;Laboratorios clínicos;85121801;Laboratorios de análisis sanguíneos;Laboratorios de análisis sanguíneos;EX10009_ PCR Cuantitativa Tiempo Real CMV;1;Unidad no definida;CLP;110000;0;0;0;110000;110000
